client_id,round_number,hierarchy,num_samples,set,features,accuracy,loss,ground_thruth,prediction,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
f0009_06_sample_0,,,13,test,images/f0009_06/f0009_06_sample_0.png,0.3076923076923077,2.105067253112793,8,6,0.1001911386847496,0.10962197929620743,0.09847158193588257,0.08284525573253632,0.09343738108873367,0.08811935782432556,0.12000985443592072,0.08673056960105896,0.11922027915716171,0.10135256499052048
f0009_06_sample_1,,,13,test,images/f0009_06/f0009_06_sample_1.png,0.3076923076923077,2.105067253112793,6,6,0.09787773340940475,0.11424930393695831,0.11342687904834747,0.07353463768959045,0.09004701673984528,0.09649714082479477,0.1516948789358139,0.07338787615299225,0.1051003485918045,0.08418412506580353
f0009_06_sample_2,,,13,test,images/f0009_06/f0009_06_sample_2.png,0.3076923076923077,2.105067253112793,7,1,0.09456749260425568,0.1534511148929596,0.08944027125835419,0.08545004576444626,0.10107161104679108,0.07269029319286346,0.08427662402391434,0.1205044761300087,0.09375330805778503,0.10479465126991272
f0009_06_sample_3,,,13,test,images/f0009_06/f0009_06_sample_3.png,0.3076923076923077,2.105067253112793,5,1,0.09544634073972702,0.10797840356826782,0.10304634273052216,0.10632209479808807,0.09926419705152512,0.08496206998825073,0.10100957751274109,0.10375280678272247,0.09807982295751572,0.1001383364200592
f0009_06_sample_4,,,13,test,images/f0009_06/f0009_06_sample_4.png,0.3076923076923077,2.105067253112793,8,1,0.10306575894355774,0.12682613730430603,0.08952541649341583,0.09122899174690247,0.10833360999822617,0.08176257461309433,0.08871029317378998,0.10315519571304321,0.10551656782627106,0.10187546163797379
f0009_06_sample_5,,,13,test,images/f0009_06/f0009_06_sample_5.png,0.3076923076923077,2.105067253112793,6,6,0.10458236932754517,0.1318160444498062,0.10701841861009598,0.06524936109781265,0.09415221214294434,0.09922970086336136,0.148013636469841,0.06939182430505753,0.10312717407941818,0.07741928100585938
f0009_06_sample_6,,,13,test,images/f0009_06/f0009_06_sample_6.png,0.3076923076923077,2.105067253112793,8,8,0.10107109695672989,0.10323949158191681,0.09351862221956253,0.07536228746175766,0.08950318396091461,0.10281962901353836,0.11939038336277008,0.07905705273151398,0.13707248866558075,0.09896577149629593
f0009_06_sample_7,,,13,test,images/f0009_06/f0009_06_sample_7.png,0.3076923076923077,2.105067253112793,6,1,0.1036854162812233,0.15302664041519165,0.09708494693040848,0.06918212026357651,0.09492818266153336,0.09180434793233871,0.11693692207336426,0.08661676943302155,0.09880409389734268,0.08793063461780548
f0009_06_sample_8,,,13,test,images/f0009_06/f0009_06_sample_8.png,0.3076923076923077,2.105067253112793,9,7,0.08025126904249191,0.09187940508127213,0.08996955305337906,0.12080570310354233,0.09979081898927689,0.07432407885789871,0.07800998538732529,0.1345725804567337,0.10589121282100677,0.1245054230093956
f0009_06_sample_9,,,13,test,images/f0009_06/f0009_06_sample_9.png,0.3076923076923077,2.105067253112793,6,1,0.10491227358579636,0.1386306881904602,0.09629305452108383,0.0727408304810524,0.09316052496433258,0.09527047723531723,0.12171755731105804,0.08579541742801666,0.10328204184770584,0.08819710463285446
f0009_06_sample_10,,,13,test,images/f0009_06/f0009_06_sample_10.png,0.3076923076923077,2.105067253112793,3,3,0.08621347695589066,0.07854515314102173,0.09489357471466064,0.14963124692440033,0.09409281611442566,0.0835968479514122,0.08168388158082962,0.12224094569683075,0.10458195954561234,0.10452012717723846
f0009_06_sample_11,,,13,test,images/f0009_06/f0009_06_sample_11.png,0.3076923076923077,2.105067253112793,8,1,0.1031375378370285,0.14284244179725647,0.08836280554533005,0.08640064299106598,0.09959068149328232,0.07886940240859985,0.08961225301027298,0.10676674544811249,0.10390852391719818,0.10050900280475616
f0009_06_sample_12,,,13,test,images/f0009_06/f0009_06_sample_12.png,0.3076923076923077,2.105067253112793,2,6,0.09233912080526352,0.11372297257184982,0.11936116218566895,0.10031948983669281,0.09827589988708496,0.08072220534086227,0.12305613607168198,0.08789225667715073,0.09309708327054977,0.09121368080377579
f0013_38_sample_0,,,11,test,images/f0013_38/f0013_38_sample_0.png,0.36363636363636365,2.0776166915893555,8,7,0.08834943175315857,0.09992681443691254,0.08759427070617676,0.10105422884225845,0.10041947662830353,0.0894547700881958,0.08699864894151688,0.12313248217105865,0.11429039388895035,0.10877950489521027
f0013_38_sample_1,,,11,test,images/f0013_38/f0013_38_sample_1.png,0.36363636363636365,2.0776166915893555,5,3,0.10256719589233398,0.06063834950327873,0.10878579318523407,0.12661096453666687,0.09491921961307526,0.10135560482740402,0.10542401671409607,0.09185324609279633,0.1146894320845604,0.09315626323223114
f0013_38_sample_2,,,11,test,images/f0013_38/f0013_38_sample_2.png,0.36363636363636365,2.0776166915893555,9,7,0.0914280116558075,0.08734028041362762,0.08512000739574432,0.10479455441236496,0.10585765540599823,0.07816825807094574,0.08232396095991135,0.12414795905351639,0.12274416536092758,0.11807505786418915
f0013_38_sample_3,,,11,test,images/f0013_38/f0013_38_sample_3.png,0.36363636363636365,2.0776166915893555,7,7,0.10102275758981705,0.12505321204662323,0.09054934233427048,0.08892341703176498,0.1112554669380188,0.07350822538137436,0.0803108885884285,0.13111573457717896,0.0912029966711998,0.10705795884132385
f0013_38_sample_4,,,11,test,images/f0013_38/f0013_38_sample_4.png,0.36363636363636365,2.0776166915893555,4,0,0.122427798807621,0.10500038415193558,0.10073041915893555,0.07744327187538147,0.10584191977977753,0.09963463246822357,0.11445055156946182,0.08884972333908081,0.09192446619272232,0.09369688481092453
f0013_38_sample_5,,,11,test,images/f0013_38/f0013_38_sample_5.png,0.36363636363636365,2.0776166915893555,8,3,0.09204945713281631,0.058096930384635925,0.09749767929315567,0.15100671350955963,0.0991896390914917,0.08541736006736755,0.07027826458215714,0.13632072508335114,0.11448583751916885,0.09565732628107071
f0013_38_sample_6,,,11,test,images/f0013_38/f0013_38_sample_6.png,0.36363636363636365,2.0776166915893555,9,7,0.08403044939041138,0.08088058978319168,0.09130439907312393,0.11377240717411041,0.10571465641260147,0.07188454270362854,0.071840301156044,0.13850893080234528,0.11462999880313873,0.12743370234966278
f0013_38_sample_7,,,11,test,images/f0013_38/f0013_38_sample_7.png,0.36363636363636365,2.0776166915893555,4,4,0.1168580949306488,0.10101284086704254,0.09829286485910416,0.07997824996709824,0.11791553348302841,0.08679954707622528,0.11329922080039978,0.09281935542821884,0.09011056274175644,0.10291370749473572
f0013_38_sample_8,,,11,test,images/f0013_38/f0013_38_sample_8.png,0.36363636363636365,2.0776166915893555,7,7,0.07484524697065353,0.08624973148107529,0.08860591799020767,0.11859094351530075,0.09610471874475479,0.07202672213315964,0.06681319326162338,0.17062917351722717,0.10329893976449966,0.12283549457788467
f0013_38_sample_9,,,11,test,images/f0013_38/f0013_38_sample_9.png,0.36363636363636365,2.0776166915893555,1,1,0.10139591246843338,0.16884979605674744,0.0849650651216507,0.07361520826816559,0.09932496398687363,0.0792800560593605,0.09430152922868729,0.11400312930345535,0.09385580569505692,0.090408556163311
f0013_38_sample_10,,,11,test,images/f0013_38/f0013_38_sample_10.png,0.36363636363636365,2.0776166915893555,8,3,0.08391033113002777,0.07044557482004166,0.09029236435890198,0.13613013923168182,0.0931866243481636,0.10692450404167175,0.09683294594287872,0.10507207363843918,0.1262522041797638,0.09095332026481628
f0014_19_sample_0,,,12,test,images/f0014_19/f0014_19_sample_0.png,0.5,2.0894358158111572,9,7,0.09601401537656784,0.10087410360574722,0.08835860341787338,0.09762178361415863,0.09565159678459167,0.0883544310927391,0.08923543989658356,0.11918381601572037,0.11906954646110535,0.1056366041302681
f0014_19_sample_1,,,12,test,images/f0014_19/f0014_19_sample_1.png,0.5,2.0894358158111572,6,6,0.10487113147974014,0.097784124314785,0.11140220612287521,0.08807947486639023,0.09888171404600143,0.0921153575181961,0.1330200582742691,0.08445540815591812,0.1052236407995224,0.08416689187288284
