client_id,round_number,hierarchy,num_samples,set,features,accuracy,loss,ground_thruth,prediction,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
f0009_06_sample_0,,,13,test,images/f0009_06/f0009_06_sample_0.png,0.6923076923076923,1.0285489559173584,8,8,0.07547249644994736,0.034443724900484085,0.09046520292758942,0.08111470937728882,0.030715201050043106,0.0914190337061882,0.24962294101715088,0.004187531303614378,0.33237096667289734,0.010188170708715916
f0009_06_sample_1,,,13,test,images/f0009_06/f0009_06_sample_1.png,0.6923076923076923,1.0285489559173584,6,6,0.0684390515089035,0.03829139843583107,0.10583771020174026,0.03820493072271347,0.016523785889148712,0.017929090186953545,0.6480249166488647,0.0011191287776455283,0.06403138488531113,0.0015986221842467785
f0009_06_sample_2,,,13,test,images/f0009_06/f0009_06_sample_2.png,0.6923076923076923,1.0285489559173584,7,7,0.007499271538108587,0.15241387486457825,0.030366944149136543,0.0967831239104271,0.023551225662231445,0.03300618752837181,0.002104460494592786,0.459968239068985,0.10232608765363693,0.09198063611984253
f0009_06_sample_3,,,13,test,images/f0009_06/f0009_06_sample_3.png,0.6923076923076923,1.0285489559173584,5,3,0.21584273874759674,0.029975946992635727,0.036407068371772766,0.26067042350769043,0.10188359767198563,0.13231505453586578,0.015426796860992908,0.01482083648443222,0.14000734686851501,0.05265014246106148
f0009_06_sample_4,,,13,test,images/f0009_06/f0009_06_sample_4.png,0.6923076923076923,1.0285489559173584,8,8,0.19293056428432465,0.049993086606264114,0.018998611718416214,0.040704671293497086,0.19541381299495697,0.09997136890888214,0.007513423450291157,0.007848869077861309,0.34703007340431213,0.03959556296467781
f0009_06_sample_5,,,13,test,images/f0009_06/f0009_06_sample_5.png,0.6923076923076923,1.0285489559173584,6,6,0.036276936531066895,0.13493987917900085,0.05523872748017311,0.006803066935390234,0.05858345702290535,0.010980028659105301,0.6244709491729736,0.00041712840902619064,0.07075420022010803,0.0015356219373643398
f0009_06_sample_6,,,13,test,images/f0009_06/f0009_06_sample_6.png,0.6923076923076923,1.0285489559173584,8,8,0.08265471458435059,0.00832255370914936,0.049039989709854126,0.054650191217660904,0.00480774138122797,0.20971748232841492,0.015554146841168404,0.025623980909585953,0.5310103297233582,0.018618877977132797
f0009_06_sample_7,,,13,test,images/f0009_06/f0009_06_sample_7.png,0.6923076923076923,1.0285489559173584,6,1,0.15302817523479462,0.2878883481025696,0.03565942868590355,0.015330560505390167,0.2236688882112503,0.03373434394598007,0.11891857534646988,0.0015992698026821017,0.12009700387716293,0.010075479745864868
f0009_06_sample_8,,,13,test,images/f0009_06/f0009_06_sample_8.png,0.6923076923076923,1.0285489559173584,9,9,0.0015829469775781035,0.0009410177590325475,0.0010815266286954284,0.03829632326960564,0.028868943452835083,0.029344096779823303,4.9661382945487276e-05,0.20057235658168793,0.013196918182075024,0.6860661506652832
f0009_06_sample_9,,,13,test,images/f0009_06/f0009_06_sample_9.png,0.6923076923076923,1.0285489559173584,6,0,0.20919491350650787,0.20758245885372162,0.04832017421722412,0.016754314303398132,0.17770293354988098,0.0373833067715168,0.16336919367313385,0.0013783484464511275,0.13070693612098694,0.007607494946569204
